1	240.319	765.862
31	1008.28	4457.62
61	1097.21	4451.36
91	1158.58	5181.41
121	1188.85	4696.84
151	1172.99	5026.58
181	1022.71	4769.96
211	1090.88	5053.42
241	1257.02	5321.24
271	1235.54	5328.58
301	977.692	5315.5
