1	474.954	528.566
31	1223.77	5450.78
61	1223.28	5512.09
91	1054.48	5555.13
121	1342.6	5480.99
151	1092.46	5433.67
181	1216.32	5486.03
211	1118.98	5511.31
241	1077.95	5402.04
271	1105.88	5528.69
301	1017.33	5485.88
