1	348.576	658.653
31	1285.86	2349.46
61	1163.42	2637.39
91	1172.04	2446.84
121	1246.17	2342.83
151	1207.97	2434.93
181	1121.69	2637.76
211	1316.11	2338.54
241	1133.63	2326.51
271	1217.38	2179.8
301	1217.38	2179.8
